date,stn_id,stn_name,avgTa,minTa,maxTa,sumRn,avgRhm,sumSsHr,avgWs,minTg,avgTs,sumGsr
2017-02-15,119,수원,0.9,-5.8,8.5,,62.4,9.1,0.9,-7.4,-0.3,10.49
2017-02-16,119,수원,5.6,-4.4,12.6,0.3,74.4,5.4,1.6,-6.5,0.6,7.75
2017-02-17,119,수원,1.9,-4.1,9.6,4.0,63.9,8.6,3.4,-4.5,1.1,12.65
2017-02-18,119,수원,-1.8,-7.2,4.0,,47.8,10.3,2.4,-8.5,-0.6,13.41
2017-02-19,119,수원,2.3,-4.2,6.8,4.6,71.0,2.0,2.0,-5.6,0.0,6.06
2017-02-20,119,수원,-0.2,-4.0,5.5,2.2,58.4,8.5,3.6,-4.7,0.5,12.73
2017-02-21,119,수원,-0.5,-7.5,6.8,,44.4,10.0,1.1,-8.4,-0.3,13.18
2017-02-22,119,수원,2.1,-0.1,3.5,9.1,80.8,0.0,2.2,-0.8,0.6,1.78
2017-02-23,119,수원,-0.4,-3.4,3.9,,55.4,10.5,3.7,-4.2,0.7,14.11
2017-02-24,119,수원,-0.2,-6.4,5.0,,55.0,9.8,1.7,-7.5,0.4,14.0
2017-02-25,119,수원,1.9,-4.7,9.1,,66.0,10.5,1.8,-6.2,1.0,14.69
2017-02-26,119,수원,2.4,-4.0,10.1,,67.1,7.4,1.7,-5.6,1.7,12.23
2017-02-27,119,수원,2.6,-3.6,11.0,,55.9,10.6,1.2,-5.4,1.5,14.07
2017-02-28,119,수원,4.4,-3.4,13.0,,53.9,10.0,1.3,-5.3,2.2,13.62
2017-03-01,119,수원,4.7,1.1,11.5,6.2,66.1,1.8,1.3,-0.9,4.1,6.62
2017-03-02,119,수원,1.9,-1.8,5.6,0.3,71.0,8.9,2.9,-4.0,3.4,14.28
2017-03-03,119,수원,2.9,-3.4,11.1,,62.8,10.4,1.6,-5.0,2.1,14.0
2017-03-04,119,수원,4.6,-2.5,12.9,,69.0,10.7,1.1,-4.4,2.9,14.57
2017-03-05,119,수원,4.6,-0.9,11.3,1.3,78.1,7.1,1.5,-3.0,4.2,11.32
2017-03-06,119,수원,1.2,-1.8,5.6,,43.8,11.0,3.5,-2.3,2.0,15.97
2017-03-07,119,수원,-0.5,-2.9,2.8,,43.6,11.1,3.5,-3.7,1.1,16.2
2017-03-08,119,수원,0.7,-5.6,6.1,0.0,52.8,9.2,2.8,-7.0,1.8,13.85
2017-03-09,119,수원,3.2,-3.5,10.1,,57.8,10.7,2.8,-5.2,1.9,14.77
2017-03-10,119,수원,4.2,-2.7,12.2,,53.5,11.0,1.5,-5.4,2.3,15.93
2017-03-11,119,수원,5.9,-2.4,16.7,,53.5,10.8,1.1,-4.5,3.3,15.39
2017-03-12,119,수원,7.6,1.7,15.1,,67.5,4.7,1.6,-0.6,6.3,10.73
2017-03-13,119,수원,6.4,1.3,12.9,,59.4,10.1,2.2,-0.2,6.3,14.9
2017-03-14,119,수원,5.9,0.9,12.2,,42.3,11.0,2.9,-1.4,5.0,16.54
2017-03-15,119,수원,4.8,-1.5,12.8,,48.8,11.1,1.6,-4.1,4.5,15.93
2017-03-16,119,수원,5.0,-1.8,13.3,,52.3,10.5,1.5,-4.1,4.9,15.63
2017-03-17,119,수원,6.5,-0.7,15.9,,53.8,10.3,1.5,-3.1,5.8,15.4
2017-03-18,119,수원,8.0,3.4,16.9,,43.3,8.8,1.7,1.0,7.1,14.63
2017-03-19,119,수원,8.5,0.1,18.7,,55.0,10.5,1.0,-2.0,7.7,15.7
2017-03-20,119,수원,8.9,2.9,15.0,,55.3,0.0,1.2,0.5,7.5,5.02
2017-03-21,119,수원,7.5,2.8,13.0,,54.4,9.3,2.4,0.8,8.3,15.33
2017-03-22,119,수원,6.7,0.1,13.8,,49.4,9.6,1.9,-2.5,7.3,16.4
2017-03-23,119,수원,7.5,2.7,14.6,,54.0,8.1,1.8,0.5,8.1,14.35
2017-03-24,119,수원,7.5,1.1,14.4,,59.0,6.1,1.5,-1.2,8.0,12.83
2017-03-25,119,수원,7.2,2.3,12.4,,50.5,2.5,1.8,-0.2,8.7,10.72
2017-03-26,119,수원,6.0,1.9,10.9,,62.5,3.4,2.0,0.0,8.3,10.65
2017-03-27,119,수원,6.7,3.3,12.0,0.0,70.9,4.7,2.5,0.6,8.7,12.1
2017-03-28,119,수원,7.0,2.3,13.2,,65.8,4.9,1.7,-0.3,9.3,12.33
2017-03-29,119,수원,7.8,1.9,14.9,,62.5,8.7,1.7,-0.8,10.1,15.91
2017-03-30,119,수원,8.7,0.8,17.3,,66.3,9.2,1.8,-1.4,10.3,15.47
2017-03-31,119,수원,8.7,5.4,12.9,1.2,78.6,0.3,1.8,4.0,9.9,6.15
2017-04-01,119,수원,9.0,5.1,14.7,1.0,67.0,10.1,1.9,3.6,11.5,16.56
2017-04-02,119,수원,8.3,1.8,15.9,,64.8,11.4,1.8,-0.7,10.7,18.69
2017-04-03,119,수원,10.0,2.1,19.1,,59.0,11.6,1.6,-0.5,11.5,18.74
2017-04-04,119,수원,12.9,3.3,22.5,,45.0,10.6,1.6,1.0,13.1,16.83
2017-04-05,119,수원,12.3,10.2,14.7,33.8,69.9,0.0,2.0,8.2,11.0,2.94
2017-04-06,119,수원,10.6,8.9,13.3,1.2,93.6,0.1,2.3,8.4,12.5,5.07
2017-04-07,119,수원,13.3,8.0,22.2,,76.8,8.6,1.5,6.9,14.2,16.64
2017-04-08,119,수원,10.9,6.6,19.3,0.1,85.4,6.3,1.8,5.6,13.4,14.5
2017-04-09,119,수원,13.4,8.7,18.2,0.6,67.9,2.9,2.7,8.7,14.3,11.57
2017-04-10,119,수원,15.6,10.3,22.0,,26.4,11.0,2.9,9.0,14.7,20.25
2017-04-11,119,수원,13.7,9.9,19.0,0.0,45.5,8.9,3.1,9.8,14.4,17.42
2017-04-12,119,수원,12.0,8.0,16.6,,22.9,11.5,3.4,4.6,12.5,20.4
2017-04-13,119,수원,12.3,4.8,20.4,,58.8,11.3,2.1,2.0,15.1,18.18
2017-04-14,119,수원,12.8,6.7,18.7,0.0,63.0,3.7,2.7,3.4,12.8,8.03
2017-04-15,119,수원,15.7,8.1,25.3,,68.8,11.1,1.5,5.9,18.2,18.98
2017-04-16,119,수원,17.7,10.5,25.4,,59.8,7.2,1.0,8.6,18.6,15.38
2017-04-17,119,수원,13.8,10.7,17.2,7.9,82.3,1.5,1.4,8.9,13.1,4.32
2017-04-18,119,수원,11.2,8.1,18.0,7.9,89.0,2.8,2.7,6.3,12.1,7.62
2017-04-19,119,수원,12.4,5.6,18.0,,53.1,11.6,2.4,3.8,14.6,21.36
2017-04-20,119,수원,12.6,8.7,17.2,0.0,50.9,1.1,1.6,8.1,12.5,8.49
2017-04-21,119,수원,11.8,4.9,19.8,,69.4,9.5,1.7,3.3,15.1,18.27
2017-04-22,119,수원,13.7,6.0,22.5,,57.4,12.1,1.8,4.3,17.2,20.97
2017-04-23,119,수원,13.5,6.0,22.4,,51.4,12.5,1.8,4.1,17.3,21.65
2017-04-24,119,수원,14.0,5.8,22.1,,50.6,11.8,2.1,3.4,17.0,20.68
2017-04-25,119,수원,15.4,10.2,21.8,0.0,65.5,5.3,2.1,8.0,17.7,15.22
2017-04-26,119,수원,14.8,9.6,21.0,0.0,45.3,12.4,2.7,8.0,19.8,21.72
2017-04-27,119,수원,13.6,7.1,20.1,,44.6,12.8,2.8,4.7,17.8,21.92
2017-04-28,119,수원,14.3,7.4,22.1,,59.6,11.7,2.7,5.6,17.7,20.04
2017-04-29,119,수원,16.6,8.3,24.5,,52.6,12.1,2.2,6.2,19.8,20.82
2017-04-30,119,수원,18.2,12.5,28.1,,64.4,11.3,2.3,10.1,21.6,19.06
2017-05-01,119,수원,18.3,10.5,27.7,,64.8,11.3,1.6,8.8,22.6,20.17
2017-05-02,119,수원,18.4,11.7,26.8,,57.8,9.6,1.4,9.5,22.4,17.56
2017-05-03,119,수원,19.2,11.0,29.4,,51.3,12.3,1.4,8.6,23.8,20.84
2017-05-04,119,수원,19.9,12.5,28.1,0.0,55.6,7.9,1.5,10.3,23.1,15.71
2017-05-05,119,수원,19.8,14.5,27.7,0.0,63.3,10.9,2.4,14.4,26.2,19.81
2017-05-06,119,수원,14.6,8.6,21.1,,42.8,12.2,3.3,6.3,20.4,20.63
2017-05-07,119,수원,15.4,8.7,22.3,,57.5,11.8,2.4,6.6,20.5,21.06
2017-05-08,119,수원,17.0,9.3,23.7,,54.1,5.9,1.6,6.7,20.1,14.09
2017-05-09,119,수원,16.3,13.6,21.3,2.9,68.4,1.1,2.0,13.5,17.6,7.37
2017-05-10,119,수원,15.7,13.2,20.9,4.6,80.5,8.1,2.1,12.1,19.6,17.03
2017-05-11,119,수원,18.5,12.5,25.0,0.3,75.6,4.3,1.3,11.4,20.3,13.66
2017-05-12,119,수원,18.7,14.6,22.9,0.2,81.4,0.0,1.4,12.0,19.1,6.13
2017-05-13,119,수원,15.9,11.2,24.1,3.5,84.0,3.0,2.6,9.9,17.2,9.04
2017-05-14,119,수원,14.5,9.5,20.1,,69.4,13.1,3.1,7.1,20.0,24.09
2017-05-15,119,수원,15.3,9.9,20.6,,69.0,12.6,2.5,7.8,21.8,23.66
2017-05-16,119,수원,16.3,12.6,22.4,,66.9,8.6,1.9,10.7,21.3,16.95
2017-05-17,119,수원,17.8,9.9,25.7,,62.3,13.2,1.7,8.2,23.7,22.35
2017-05-18,119,수원,19.3,11.2,27.1,,55.5,12.6,1.7,9.2,24.6,20.93
2017-05-19,119,수원,19.8,12.7,28.3,,54.5,13.2,1.8,10.2,25.8,23.47
2017-05-20,119,수원,19.5,12.8,26.4,,52.4,11.8,2.1,10.3,24.5,20.48
2017-05-21,119,수원,20.2,13.5,26.7,,56.4,12.8,1.8,12.0,26.5,23.72
2017-05-22,119,수원,20.3,13.0,28.0,,61.5,12.5,1.6,10.8,26.5,21.89
2017-05-23,119,수원,19.3,15.0,24.4,7.1,74.0,1.5,1.6,13.0,22.3,11.46
2017-05-24,119,수원,20.4,15.6,26.7,3.9,72.5,11.3,1.9,13.8,24.9,21.32
2017-05-25,119,수원,18.3,12.7,24.5,,57.5,13.2,3.2,10.8,23.8,23.41
2017-05-26,119,수원,16.9,11.4,22.8,,49.0,12.7,2.6,9.0,23.8,23.21
2017-05-27,119,수원,17.8,11.4,25.6,,57.0,13.6,1.9,9.5,24.8,24.07
2017-05-28,119,수원,20.1,11.9,27.3,,58.6,11.2,2.2,9.7,25.3,20.23
2017-05-29,119,수원,21.8,16.4,29.4,,71.0,11.6,1.8,14.3,27.3,21.02
2017-05-30,119,수원,22.6,16.6,30.3,,51.9,11.4,1.7,14.5,27.1,18.81
2017-05-31,119,수원,21.8,15.7,28.4,,64.4,7.9,1.5,14.0,26.9,16.93
2017-06-01,119,수원,22.1,18.3,26.3,0.0,66.4,9.9,2.8,16.6,28.0,20.37
2017-06-02,119,수원,20.0,13.6,25.7,,49.3,12.9,2.5,10.9,27.1,23.78
2017-06-03,119,수원,19.5,15.0,25.8,,55.8,13.8,2.7,13.2,27.7,23.97
2017-06-04,119,수원,20.4,12.5,28.1,,53.1,13.7,2.1,10.4,27.5,23.78
2017-06-05,119,수원,22.6,13.7,30.2,,45.4,12.9,1.5,11.3,29.3,23.26
2017-06-06,119,수원,18.9,14.7,22.7,6.0,62.8,0.0,3.1,14.4,20.8,5.97
2017-06-07,119,수원,17.3,15.2,19.3,6.1,98.0,0.1,2.1,15.4,18.6,2.48
2017-06-08,119,수원,19.8,15.3,26.4,,78.6,8.8,2.2,14.8,23.9,19.51
2017-06-09,119,수원,20.8,15.5,27.2,0.0,77.0,7.5,2.5,13.8,24.3,15.78
2017-06-10,119,수원,20.8,15.8,27.6,0.5,58.4,8.9,1.8,12.5,24.7,18.66
2017-06-11,119,수원,21.9,12.6,29.6,,48.4,13.9,1.9,10.1,27.6,24.36
2017-06-12,119,수원,21.6,17.3,27.2,,48.8,8.0,2.8,15.5,27.0,18.44
2017-06-13,119,수원,20.4,16.4,26.3,0.3,75.5,7.6,2.1,14.7,26.3,17.17
2017-06-14,119,수원,20.8,17.2,26.3,,74.8,11.1,2.4,16.5,27.7,21.82
2017-06-15,119,수원,22.1,16.2,29.0,,72.4,12.3,1.9,15.2,28.0,21.92
2017-06-16,119,수원,24.1,18.5,32.2,,67.8,11.9,1.9,16.6,29.7,21.1
2017-06-17,119,수원,23.4,18.3,29.7,,52.6,12.6,1.9,16.1,29.5,21.43
2017-06-18,119,수원,22.8,15.3,32.0,,61.1,13.3,1.7,13.5,29.7,22.63
2017-06-19,119,수원,23.9,17.0,30.3,,61.6,11.5,1.5,15.4,29.1,19.76
2017-06-20,119,수원,24.8,17.9,31.8,,57.1,6.3,1.5,15.6,28.6,16.25
2017-06-21,119,수원,23.9,19.8,30.7,,61.9,12.4,2.4,18.7,31.1,22.07
2017-06-22,119,수원,24.3,20.1,30.5,,67.5,10.8,2.1,19.7,31.4,20.99
2017-06-23,119,수원,25.0,19.0,33.2,,65.4,12.6,1.7,17.9,32.2,22.28
2017-06-24,119,수원,22.8,19.5,27.6,2.7,70.5,0.0,1.0,19.3,24.7,5.29
2017-06-25,119,수원,24.2,19.8,29.9,0.5,72.6,6.4,1.4,19.9,28.1,15.18
2017-06-26,119,수원,23.2,20.0,30.3,7.3,85.3,4.3,2.1,19.9,25.6,13.07
2017-06-27,119,수원,24.1,20.2,30.8,4.2,81.1,8.5,2.2,19.4,28.9,18.83
2017-06-28,119,수원,24.9,21.3,30.6,,76.3,8.5,1.6,20.8,28.0,18.42
2017-06-29,119,수원,25.0,20.2,31.4,,75.5,9.1,1.6,19.1,28.7,18.02
2017-06-30,119,수원,25.2,21.4,31.2,,76.9,6.0,1.9,21.2,29.5,17.37
2017-07-01,119,수원,23.9,21.4,28.1,15.6,89.6,0.2,1.1,20.5,26.3,7.98
2017-07-02,119,수원,24.9,23.5,26.5,85.0,98.5,0.0,1.8,23.5,25.6,4.11
2017-07-03,119,수원,24.5,23.5,27.8,12.4,98.5,0.0,2.7,23.4,24.9,3.94
2017-07-04,119,수원,26.0,22.8,31.2,82.3,87.5,8.9,1.6,22.1,27.9,18.11
2017-07-05,119,수원,27.0,22.7,33.6,,77.1,8.2,1.2,22.0,28.4,18.99
2017-07-06,119,수원,27.3,22.3,34.0,,78.6,8.8,1.6,21.4,29.1,19.93
2017-07-07,119,수원,26.4,24.3,28.7,6.1,89.3,0.6,2.1,23.4,26.3,5.21
2017-07-08,119,수원,25.6,23.7,28.2,19.3,95.8,0.1,1.9,23.5,25.9,3.73
2017-07-09,119,수원,26.4,22.6,31.8,28.0,91.9,1.1,1.3,22.7,28.0,9.89
2017-07-10,119,수원,24.8,23.2,26.1,69.5,99.4,0.0,2.2,23.4,25.4,2.08
2017-07-11,119,수원,26.1,22.2,32.0,1.3,89.0,6.0,1.7,22.1,27.6,16.1
2017-07-12,119,수원,26.3,23.2,31.9,0.0,88.6,5.8,1.7,22.2,28.0,14.31
2017-07-13,119,수원,27.0,21.5,32.3,,81.3,10.8,1.2,20.6,28.8,18.07
2017-07-14,119,수원,28.2,24.4,33.9,0.2,79.8,7.7,1.9,23.7,29.4,17.66
2017-07-15,119,수원,24.3,22.7,26.1,74.7,98.9,0.1,1.4,22.9,25.5,2.78
2017-07-16,119,수원,25.2,22.9,27.2,77.8,96.5,0.1,1.4,23.0,26.4,7.32
2017-07-17,119,수원,26.0,23.5,29.1,0.9,92.0,0.1,1.4,23.4,27.3,7.97
2017-07-18,119,수원,25.9,23.0,31.0,1.3,91.4,4.2,1.4,22.9,27.0,11.28
2017-07-19,119,수원,28.0,24.5,34.8,,78.4,8.6,1.4,24.4,30.2,18.48
2017-07-20,119,수원,28.8,24.7,34.4,,80.9,9.4,1.5,24.1,30.0,17.7
2017-07-21,119,수원,29.1,26.2,32.6,5.1,85.8,3.1,1.6,25.6,28.9,10.63
2017-07-22,119,수원,28.7,26.7,32.5,0.2,89.4,3.8,1.5,26.3,29.4,10.84
2017-07-23,119,수원,26.8,25.7,29.2,63.3,99.1,0.0,1.6,25.5,27.2,2.01
2017-07-24,119,수원,25.9,24.9,27.7,19.4,98.3,0.6,0.6,25.1,26.6,3.14
2017-07-25,119,수원,29.4,25.3,35.8,,79.1,9.7,1.4,25.2,30.9,18.73
2017-07-26,119,수원,28.1,24.3,32.2,,62.9,11.8,2.9,23.4,29.4,20.36
2017-07-27,119,수원,27.0,24.4,30.7,0.8,66.3,2.3,1.6,22.7,28.0,10.77
2017-07-28,119,수원,25.3,23.7,27.4,16.5,99.1,0.0,1.0,23.8,25.9,2.65
2017-07-29,119,수원,27.0,24.8,30.7,,83.5,2.7,2.6,24.2,27.9,12.4
2017-07-30,119,수원,27.6,23.9,32.8,,75.3,9.0,1.7,23.4,29.6,18.2
2017-07-31,119,수원,24.2,23.1,26.6,104.8,97.9,0.0,1.2,23.4,25.7,2.76
2017-08-01,119,수원,27.3,23.2,33.6,0.8,85.6,7.9,1.2,23.1,29.0,16.62
2017-08-02,119,수원,29.3,25.2,34.2,,83.4,6.0,0.8,24.5,30.3,13.51
2017-08-03,119,수원,29.2,26.2,32.7,,67.9,12.2,2.6,25.0,30.5,19.91
2017-08-04,119,수원,29.7,25.1,35.4,,65.5,12.2,1.7,23.8,30.5,20.2
2017-08-05,119,수원,31.2,27.0,36.9,,71.8,11.3,1.5,25.3,32.7,19.98
2017-08-06,119,수원,28.9,25.5,33.4,2.7,83.1,3.6,1.5,25.3,30.2,9.22
2017-08-07,119,수원,28.5,25.2,33.6,,81.1,10.5,1.9,24.3,31.1,19.04
2017-08-08,119,수원,27.6,24.6,32.1,0.0,73.6,5.0,1.5,23.7,29.8,14.18
2017-08-09,119,수원,26.5,23.8,29.6,6.6,79.9,0.9,1.9,23.4,27.8,8.74
2017-08-10,119,수원,24.5,23.3,25.6,11.3,99.5,0.4,0.7,23.6,26.3,3.6
2017-08-11,119,수원,26.0,23.5,32.0,6.9,88.9,5.2,1.4,22.8,27.1,11.82
2017-08-12,119,수원,27.1,23.0,32.4,,71.4,9.0,1.7,21.5,27.9,15.07
2017-08-13,119,수원,25.8,24.0,27.3,0.0,72.6,1.0,3.3,22.4,26.3,8.8
2017-08-14,119,수원,23.6,22.3,25.6,8.0,86.5,0.3,2.9,20.7,25.0,4.94
2017-08-15,119,수원,22.3,21.1,23.8,50.9,98.5,0.0,2.8,20.9,23.4,1.76
2017-08-16,119,수원,24.1,21.6,27.9,1.9,91.5,1.0,2.5,21.2,25.7,8.46
2017-08-17,119,수원,25.2,22.1,29.8,0.2,87.4,4.8,2.0,21.5,26.3,12.38
2017-08-18,119,수원,25.8,22.6,30.9,,85.0,5.7,1.2,21.8,27.7,13.58
2017-08-19,119,수원,25.5,22.3,28.9,13.7,88.4,0.0,1.7,21.8,26.7,8.03
2017-08-20,119,수원,23.8,22.1,27.0,130.8,97.5,0.3,3.0,22.1,25.0,5.17
2017-08-21,119,수원,25.0,23.2,28.6,22.6,95.0,3.5,2.0,22.8,25.6,8.77
2017-08-22,119,수원,26.9,23.0,32.1,,85.3,9.9,1.3,22.2,29.1,16.67
2017-08-23,119,수원,27.1,23.7,31.4,34.8,93.9,4.1,2.1,23.1,27.8,9.85
2017-08-24,119,수원,26.2,23.5,29.2,38.1,96.3,0.5,3.1,23.3,26.6,4.53
2017-08-25,119,수원,25.3,20.9,31.5,,74.0,10.1,1.6,19.4,27.1,19.2
2017-08-26,119,수원,23.6,17.6,29.6,,62.0,11.8,1.7,15.8,25.7,20.63
2017-08-27,119,수원,22.3,18.5,26.6,0.0,74.0,1.5,0.7,17.2,23.8,6.85
2017-08-28,119,수원,21.3,18.3,26.1,30.4,86.6,0.8,1.2,17.6,22.9,5.45
2017-08-29,119,수원,20.1,17.4,24.3,,57.6,10.9,2.6,16.5,23.1,19.14
2017-08-30,119,수원,19.2,16.0,23.6,,61.6,1.7,1.2,15.2,20.0,7.46
2017-08-31,119,수원,21.2,15.1,28.2,,73.0,10.4,0.9,14.0,23.3,15.44
2017-09-01,119,수원,22.6,15.8,29.7,,61.3,12.2,1.6,13.8,24.4,19.98
2017-09-02,119,수원,22.8,17.5,29.5,,69.6,10.5,1.5,15.7,24.4,17.06
2017-09-03,119,수원,23.1,17.6,29.1,,71.4,9.6,1.4,16.0,25.5,16.82
2017-09-04,119,수원,23.6,17.9,29.2,,60.6,9.7,1.5,15.9,24.8,16.24
2017-09-05,119,수원,21.7,19.8,23.8,0.0,70.4,0.0,1.4,17.1,21.9,4.41
2017-09-06,119,수원,20.2,18.3,22.9,1.3,89.6,0.0,0.6,18.5,21.8,3.89
2017-09-07,119,수원,21.8,16.5,27.7,,85.1,8.8,1.4,15.8,24.0,15.07
2017-09-08,119,수원,23.4,19.6,29.8,,81.3,8.6,1.3,18.2,25.1,15.3
2017-09-09,119,수원,23.2,18.5,29.4,,83.8,7.5,1.2,17.0,24.4,13.9
2017-09-10,119,수원,22.2,18.6,25.2,0.0,87.8,0.0,0.8,17.5,22.7,5.06
2017-09-11,119,수원,20.5,18.2,25.1,15.7,91.6,2.7,1.6,17.2,22.0,7.26
2017-09-12,119,수원,21.1,16.7,27.6,,70.3,11.3,1.5,13.3,21.7,17.85
2017-09-13,119,수원,20.4,13.9,27.5,,64.0,11.8,1.5,12.4,21.1,18.48
2017-09-14,119,수원,21.5,13.7,28.8,,64.4,11.9,1.1,12.3,21.8,17.89
2017-09-15,119,수원,22.2,17.8,27.7,,54.4,10.2,3.3,16.0,22.3,16.07
2017-09-16,119,수원,21.2,16.6,26.3,,56.5,8.1,3.0,14.1,19.6,14.04
2017-09-17,119,수원,22.3,18.3,28.5,,61.3,8.9,1.7,15.6,22.1,15.87
2017-09-18,119,수원,20.8,14.9,27.3,,76.4,11.6,1.6,13.4,22.1,16.87
2017-09-19,119,수원,21.8,17.5,27.0,7.8,89.3,1.4,2.2,15.3,23.2,7.25
2017-09-20,119,수원,18.3,12.3,23.9,,63.4,11.8,2.0,10.2,19.2,18.04
2017-09-21,119,수원,18.7,12.6,26.5,,72.3,11.5,1.1,10.7,19.5,17.06
2017-09-22,119,수원,19.7,14.4,27.6,,73.8,11.0,1.5,12.1,20.6,14.56
2017-09-23,119,수원,20.7,16.2,27.0,,85.4,5.4,1.3,14.3,21.1,9.89
2017-09-24,119,수원,22.4,18.9,27.6,,87.8,5.6,1.5,17.4,23.2,10.91
2017-09-25,119,수원,22.9,18.0,29.7,,75.3,9.8,1.1,16.2,23.2,14.37
2017-09-26,119,수원,23.5,18.3,29.3,0.0,68.9,7.8,1.5,15.6,24.0,12.92
2017-09-27,119,수원,21.7,17.6,26.6,1.3,74.4,2.0,1.5,16.8,22.4,7.79
2017-09-28,119,수원,19.4,13.6,24.9,,53.6,11.3,2.8,10.5,20.5,16.42
2017-09-29,119,수원,15.3,8.6,21.9,,51.6,9.8,1.4,6.1,16.3,14.38
2017-09-30,119,수원,18.4,11.7,25.9,,73.4,8.5,1.2,9.4,19.1,12.37
2017-10-01,119,수원,17.2,14.8,21.8,10.0,88.5,1.2,1.8,13.5,18.5,3.69
2017-10-02,119,수원,21.1,15.4,28.6,1.6,72.1,9.6,2.0,15.1,20.4,14.97
2017-10-03,119,수원,17.2,12.8,22.8,,53.3,4.4,1.9,11.8,18.4,9.43
2017-10-04,119,수원,16.7,10.1,23.2,,56.3,8.4,1.3,9.1,17.4,13.4
2017-10-05,119,수원,17.9,14.2,22.2,,63.5,4.8,2.4,12.9,18.3,9.85
2017-10-06,119,수원,17.9,13.4,21.5,0.0,71.4,2.8,2.2,11.4,19.3,6.79
2017-10-07,119,수원,20.5,16.6,26.3,,79.0,6.0,0.8,16.2,21.0,10.98
2017-10-08,119,수원,21.0,17.5,27.1,,80.9,8.0,1.2,16.4,21.7,11.1
2017-10-09,119,수원,21.2,16.8,27.8,,79.0,9.7,1.2,15.8,22.5,13.4
2017-10-10,119,수원,20.8,16.8,25.3,0.1,87.3,1.2,1.0,15.3,21.9,6.31
2017-10-11,119,수원,15.4,12.2,21.2,16.8,87.1,0.5,2.5,12.2,18.1,4.12
2017-10-12,119,수원,11.5,7.3,13.9,0.2,79.5,0.1,1.5,5.7,14.1,3.82
2017-10-13,119,수원,12.0,4.4,18.3,,66.8,8.4,1.5,3.0,13.4,12.2
2017-10-14,119,수원,13.6,6.4,20.2,,54.3,8.7,1.5,4.5,13.2,12.78
2017-10-15,119,수원,14.5,7.1,21.6,,57.1,7.4,1.4,5.3,14.4,11.94
2017-10-16,119,수원,16.3,13.1,21.8,,56.4,3.5,1.2,11.0,15.8,8.49
2017-10-17,119,수원,14.8,7.0,22.9,,62.8,10.3,0.9,5.6,14.9,13.03
2017-10-18,119,수원,15.9,13.5,18.1,0.0,64.8,0.2,2.5,11.1,14.7,4.12
2017-10-19,119,수원,15.9,11.5,21.9,,65.9,9.3,1.3,9.5,16.1,11.71
2017-10-20,119,수원,15.5,9.2,23.8,,70.4,10.3,0.9,7.4,15.4,12.56
2017-10-21,119,수원,15.2,8.5,24.6,,70.1,10.2,0.7,6.5,15.0,12.62
2017-10-22,119,수원,15.2,7.4,22.4,,62.3,10.0,2.6,5.1,14.4,12.15
2017-10-23,119,수원,12.9,8.6,19.1,,56.9,10.1,1.5,6.7,13.0,12.17
2017-10-24,119,수원,13.0,8.1,20.1,,66.9,7.4,1.1,6.1,12.6,10.08
2017-10-25,119,수원,12.3,6.9,20.2,,78.4,9.4,1.1,4.7,12.8,11.52
2017-10-26,119,수원,14.3,8.6,19.9,,63.5,4.1,0.8,7.1,14.5,8.38
2017-10-27,119,수원,15.3,10.0,23.3,,68.4,9.1,0.7,8.1,15.1,10.96
2017-10-28,119,수원,15.7,8.4,24.1,,67.8,9.9,1.0,6.2,14.6,11.52
2017-10-29,119,수원,11.3,6.2,18.1,,55.6,7.3,2.9,5.1,11.6,10.57
2017-10-30,119,수원,6.7,2.1,13.3,,42.0,10.2,1.9,0.1,7.9,12.15
2017-10-31,119,수원,8.2,0.3,16.9,,71.9,10.0,1.0,-1.9,9.6,11.64
2017-11-01,119,수원,13.0,7.8,19.2,,83.4,2.3,1.2,5.9,12.8,5.3
2017-11-02,119,수원,14.8,11.6,19.2,0.0,87.4,1.3,1.3,9.2,14.3,4.46
2017-11-03,119,수원,11.7,6.3,18.4,2.2,72.6,5.2,2.4,4.1,12.1,6.99
2017-11-04,119,수원,7.3,3.0,14.2,,62.1,9.0,1.7,0.5,8.9,10.54
2017-11-05,119,수원,7.2,0.4,15.5,,75.0,8.1,0.9,-1.2,8.6,10.45
2017-11-06,119,수원,10.2,4.8,16.5,,77.5,7.7,1.1,2.4,11.1,9.87
2017-11-07,119,수원,14.8,6.4,20.0,0.0,71.0,5.1,1.3,4.0,13.6,8.27
2017-11-08,119,수원,13.2,6.6,18.2,0.2,67.4,7.4,2.7,4.6,13.7,9.04
2017-11-09,119,수원,8.4,1.8,16.6,,58.8,9.0,0.8,-0.2,9.5,9.87
2017-11-10,119,수원,9.5,4.3,16.8,9.6,72.9,1.9,2.4,1.9,8.8,3.63
2017-11-11,119,수원,5.8,1.0,11.3,,54.9,9.6,2.0,-0.7,5.9,10.71
2017-11-12,119,수원,4.8,-1.3,12.1,,76.5,9.6,0.9,-2.7,5.3,9.42
2017-11-13,119,수원,8.1,1.0,11.7,7.8,74.8,0.6,1.5,-0.8,7.3,3.94
2017-11-14,119,수원,7.5,3.5,12.5,,53.8,8.9,2.3,0.5,6.5,9.71
2017-11-15,119,수원,4.2,0.2,8.7,0.2,49.8,7.4,2.4,-0.8,4.6,8.97
2017-11-16,119,수원,1.6,-2.4,7.8,,46.1,9.5,1.3,-4.4,2.0,9.88
2017-11-17,119,수원,3.2,-2.8,6.8,0.2,52.9,0.1,1.5,-4.4,2.8,1.93
